Recency,Frequency,Monetary,AvgItemsPerOrder,UniqueCategories,DaysBetweenOrders,ReturnRate,LoyaltyPoints,TargetProductsNext30d,TargetSpendNext30d
77,26,9365.4,10,8,53,0.2,6751,26,4815.83
166,79,4623.69,8,6,9,0.03,9688,11,871.69
220,68,2310.97,6,6,5,0.08,7714,14,2070.6
69,32,808.71,6,2,3,0.18,1073,10,645.87
136,93,3602.55,13,1,9,0.09,4868,5,250.28
132,72,8670.07,8,2,39,0.26,9103,37,1898.31
165,89,9449.02,12,7,2,0.19,8465,33,2366.78
272,1,4670.01,4,5,21,0.21,8330,3,329.69
78,79,6871.71,5,9,58,0.04,3241,15,1854.88
33,45,2917.94,6,6,20,0.07,4820,16,1979.09
214,99,7527.26,13,2,5,0.2,590,34,4585.96
144,45,5332.28,10,7,8,0.29,4715,8,1267.15
251,16,6958.5,13,4,31,0.27,2591,7,1355.74
328,76,9156.83,5,4,55,0.1,8188,22,1317.03
332,55,3334.17,2,9,26,0.06,847,28,3189.25
157,18,4554.88,1,9,11,0.08,1803,37,1257.45
269,97,9687.31,9,9,38,0.08,8202,27,793.5
59,47,8743.37,6,9,23,0.24,9000,20,2800.34
124,97,5869.38,1,2,31,0.01,2535,38,5108.41
3,50,815.57,10,4,36,0.04,2501,16,321.16
147,24,4073.41,4,1,34,0.02,3098,2,295.06
128,38,3819.56,14,7,20,0.13,4658,34,2170.55
205,85,3959.27,13,9,9,0.09,384,31,1019.47
214,42,7293.56,13,5,32,0.04,1293,8,357.26
34,79,1769.48,12,4,53,0.12,8294,23,1291.46
4,72,8713.5,7,1,14,0.09,8447,7,1161.49
157,46,7757.77,10,7,21,0.02,9524,39,3121.52
128,78,7972.32,7,5,52,0.16,4931,20,1541.94
184,21,7065.8,7,7,20,0.21,2632,9,1103.73
308,97,2934.98,3,1,1,0.08,3340,36,2583.24
357,49,4103.38,11,4,21,0.25,732,32,4686.32
305,18,7620.4,7,4,44,0.13,1596,3,338.13
342,93,3612.54,14,1,24,0.15,2933,13,1488.44
280,57,9194.16,7,9,30,0.1,8410,6,744.79
248,42,6396.19,2,8,28,0.08,6776,17,1338.72
249,38,2654.75,1,8,56,0.19,9693,8,913.9
207,46,162.79,1,1,1,0.01,4358,20,3882.0
68,96,9876.68,2,3,32,0.13,497,36,5035.88
159,2,4964.21,9,3,43,0.15,9065,19,2053.96
185,71,7765.5,3,7,26,0.06,8345,15,870.59
187,72,7286.31,13,8,33,0.15,2419,13,2038.26
9,92,8171.34,12,4,47,0.19,1026,37,2396.11
195,2,4649.08,2,3,12,0.26,9864,29,4090.62
28,1,1258.35,3,6,33,0.08,5876,24,4098.23
302,58,9758.5,10,3,52,0.2,9778,13,1168.86
192,14,8706.89,5,5,58,0.17,679,17,1772.54
42,15,6936.19,4,9,20,0.11,2071,11,1640.21
116,97,5330.29,13,9,56,0.24,9365,22,2399.14
195,41,1180.95,14,1,22,0.26,8367,26,3583.65
358,46,5458.49,7,7,50,0.08,6585,7,336.19
154,74,311.48,4,8,47,0.28,6861,7,504.83
96,99,983.15,8,7,50,0.16,2951,9,1535.98
119,84,3664.31,4,5,35,0.01,9789,4,780.07
262,44,113.24,1,2,58,0.16,2435,25,1328.0
202,97,8864.91,11,4,5,0.17,8776,25,4906.69
263,60,7344.59,5,3,44,0.24,3931,36,1447.0
355,27,1225.89,7,5,33,0.11,7355,20,1514.58
61,30,7829.51,4,5,9,0.07,3181,5,354.72
338,60,8250.39,6,7,41,0.08,7627,9,589.69
26,81,6371.97,8,7,33,0.27,5906,15,2717.45
251,72,8016.82,7,5,3,0.02,4465,17,1757.48
211,60,9833.64,1,4,50,0.24,7566,22,2076.06
309,39,2762.97,8,5,25,0.29,8412,18,3507.78
194,91,9457.67,7,8,32,0.03,9818,29,2744.47
130,59,7442.71,12,6,34,0.22,5820,6,438.07
3,10,9996.72,6,9,36,0.14,5284,17,1505.19
72,21,6147.21,5,7,49,0.25,2205,39,4560.72
113,51,9044.63,2,9,42,0.12,1297,17,1740.99
205,40,2958.15,9,7,4,0.26,3899,27,1461.15
117,31,5705.34,9,4,55,0.23,3193,38,5082.9
216,96,8358.09,6,3,20,0.02,6689,0,0.0
159,29,1192.29,10,4,36,0.29,4162,27,4462.03
138,8,3018.22,2,5,51,0.02,1852,30,4056.97
46,95,5863.03,14,2,52,0.1,1147,37,6301.0
193,51,3336.95,14,2,19,0.06,6144,32,6309.72
140,64,7865.72,8,3,23,0.04,2877,23,4228.59
354,70,1179.94,13,7,11,0.1,5011,1,146.37
337,75,3784.1,6,1,47,0.14,3733,30,1230.59
329,31,1897.11,10,8,58,0.23,5137,26,3905.45
21,32,5952.59,7,6,16,0.13,6132,12,529.18
253,93,9060.16,13,7,32,0.02,6107,2,154.71
49,63,3466.95,2,4,18,0.21,7374,29,2083.58
181,29,5186.16,14,5,23,0.05,746,21,784.95
197,30,728.48,9,9,54,0.28,9799,35,5117.42
4,3,7965.26,10,4,17,0.11,9579,14,988.39
69,62,1139.2,7,6,58,0.05,5779,32,4322.56
311,33,141.94,7,6,20,0.21,9785,7,1042.74
254,88,226.39,2,2,41,0.13,6255,33,2354.55
170,53,7125.03,4,4,8,0.21,289,32,710.18
354,30,5460.66,10,2,2,0.21,3447,2,158.18
115,42,2864.96,5,4,23,0.28,7986,34,741.6
182,57,1569.49,2,1,1,0.16,370,26,1440.32
237,74,9846.21,13,4,13,0.02,8041,20,3697.61
89,71,1681.96,3,6,48,0.04,9323,26,875.98
22,34,2273.36,3,6,11,0.07,2934,14,2169.15
229,88,6681.26,4,4,59,0.22,7086,23,1881.1
347,62,3438.88,13,6,49,0.1,6536,3,366.88
43,74,9526.39,8,8,57,0.15,2978,39,946.36
70,73,8141.92,4,4,10,0.14,5657,3,302.77
47,24,4266.85,1,9,33,0.15,3068,37,2833.48
244,31,408.84,6,4,27,0.15,8253,24,2137.67
269,62,4680.57,5,4,37,0.05,232,27,5017.07
73,62,6190.32,7,3,30,0.01,512,26,4644.39
93,92,7314.07,9,8,33,0.17,7988,15,1027.14
342,9,2120.27,5,2,49,0.08,8365,4,93.02
287,15,198.17,14,2,48,0.26,3386,5,772.97
348,49,5474.36,11,9,45,0.12,692,14,819.9
336,34,8680.91,9,4,17,0.29,3613,4,351.71
147,57,8378.29,5,2,21,0.18,1087,10,1819.4
323,94,2119.72,4,6,40,0.13,7918,29,4184.59
172,85,5836.55,3,3,30,0.23,8657,1,123.29
12,18,935.42,13,1,44,0.12,2713,3,98.55
32,54,6123.7,6,3,29,0.08,6001,15,2080.05
20,69,9228.4,3,3,38,0.04,5811,15,398.21
340,91,4058.05,1,7,4,0.08,5864,5,123.3
130,99,7666.94,4,5,33,0.26,576,11,1992.94
166,15,8423.05,4,9,21,0.08,2658,13,663.74
90,73,6955.72,12,4,12,0.17,924,36,2726.23
227,20,7167.3,8,8,19,0.09,9799,6,467.8
222,96,1695.55,6,4,48,0.22,8850,8,725.11
112,71,6267.53,3,4,30,0.12,6592,25,4748.4
7,76,902.34,14,1,17,0.01,1129,13,2333.13
30,29,2850.77,4,6,11,0.23,8580,7,1244.44
299,74,9174.76,9,6,26,0.13,4187,23,2630.74
132,56,5359.68,7,6,40,0.23,4378,6,588.25
49,20,3597.53,3,6,38,0.22,5872,18,2058.15
329,76,5806.65,5,1,9,0.19,6556,23,1543.94
245,28,1055.59,10,9,57,0.22,9322,23,3166.33
16,91,5161.08,9,8,11,0.24,546,37,1159.99
20,2,1563.16,11,6,46,0.03,6803,1,90.74
255,25,3485.47,7,7,58,0.19,6981,8,1298.81
349,38,4420.71,10,2,52,0.13,9854,4,587.78
163,80,6600.93,13,4,48,0.15,3347,22,1352.17
303,61,1011.74,3,4,14,0.22,3355,4,100.1
337,73,9013.48,1,1,6,0.09,3703,35,2108.86
83,56,7631.93,3,5,58,0.07,8886,15,921.91
83,16,3388.2,6,6,43,0.09,7993,20,3176.14
347,54,5597.87,4,8,24,0.03,3166,1,85.05
137,84,6651.24,7,8,2,0.19,8081,15,808.1
165,75,3998.65,6,3,9,0.22,5661,37,4971.81
155,48,3269.61,3,1,43,0.23,3852,9,999.82
9,93,5608.15,12,8,41,0.08,7827,1,78.25
103,85,8632.61,5,9,40,0.01,5672,37,1608.16
334,35,6417.77,8,5,6,0.27,382,8,312.72
75,63,6949.71,6,5,55,0.28,7140,30,5462.71
189,97,7411.83,11,5,43,0.12,4970,37,1883.95
361,98,6814.56,4,7,58,0.07,5967,2,235.46
291,71,7450.54,14,6,20,0.17,3432,29,3363.89
132,36,2879.37,9,2,22,0.06,8705,36,2331.16
74,38,2065.63,6,3,33,0.22,6878,11,907.43
337,60,9812.09,8,5,28,0.26,8949,20,530.38
67,10,1821.22,1,8,42,0.2,9681,13,2267.3
258,43,8911.49,8,6,11,0.16,9034,12,1946.8
270,91,9331.38,9,1,27,0.15,4323,11,465.49
272,67,8829.87,11,1,15,0.13,4966,7,992.58
296,91,7620.35,14,6,17,0.09,2157,6,474.94
273,41,1585.62,12,6,19,0.21,6112,8,1474.47
179,22,3349.72,5,5,21,0.02,5145,30,3926.43
45,1,7625.81,11,4,58,0.08,3734,15,1294.62
206,64,8065.74,13,7,43,0.23,8789,0,0.0
47,15,9217.59,10,9,47,0.01,769,15,1125.45
192,54,6424.07,13,5,29,0.25,6612,0,0.0
342,63,6942.32,1,9,29,0.17,2936,19,1363.53
299,43,3644.2,10,4,52,0.16,9453,8,399.83
184,44,5908.19,11,5,22,0.16,5127,33,3035.4
327,57,1631.91,7,6,59,0.26,2733,22,3139.81
161,17,1861.37,4,3,14,0.18,6956,28,3328.47
72,35,4203.82,14,1,52,0.27,9889,8,1240.7
17,42,3946.53,10,2,55,0.14,6982,2,294.91
144,8,6117.26,4,2,10,0.16,6222,37,3975.62
68,67,1534.35,6,5,28,0.03,9582,4,427.18
32,52,8412.28,2,5,4,0.06,2527,10,208.78
211,21,2293.29,1,6,31,0.17,9865,23,3314.82
180,32,5456.91,11,6,58,0.28,9090,24,4579.9
87,52,9188.9,14,6,10,0.3,7354,11,1872.01
16,2,7323.14,5,1,2,0.26,7158,32,2480.54
126,38,7210.7,3,6,21,0.14,9135,15,2437.85
301,39,8958.83,3,6,20,0.02,3142,11,2164.56
166,17,9067.28,8,2,49,0.29,9102,15,1957.11
51,5,4521.97,8,4,14,0.12,4849,15,2747.92
318,68,1358.22,4,7,40,0.01,8149,13,697.28
348,72,9926.63,9,4,35,0.08,8139,12,2000.01
89,33,205.74,5,2,30,0.11,8626,11,1855.82
215,19,3447.77,4,3,25,0.15,4012,19,663.56
225,46,366.57,8,8,9,0.05,9721,9,1692.13
267,16,310.44,8,9,14,0.04,6121,25,2866.9
218,36,2532.53,9,6,22,0.12,1873,15,824.51
134,16,3478.69,14,6,25,0.25,7815,11,832.51
195,70,6191.22,6,8,44,0.13,1117,9,436.2
326,52,2044.77,4,8,42,0.25,2489,39,2241.92
351,96,8074.84,6,1,19,0.21,5824,33,2959.83
258,32,6614.97,3,6,5,0.13,9827,36,5493.31
4,70,9763.25,14,3,13,0.02,5262,22,556.67
264,12,333.07,8,9,57,0.07,9372,13,497.11
149,52,2777.17,8,3,27,0.06,823,32,4887.2
166,16,5676.79,12,2,27,0.13,9445,30,3541.83
1,51,4057.19,12,1,43,0.18,2423,6,633.32
48,63,6417.38,4,6,48,0.04,6612,27,2498.02
161,19,5812.53,7,1,19,0.27,8812,11,1141.99
144,72,8638.63,2,8,54,0.13,8096,27,4633.68
350,99,260.86,13,9,48,0.05,6772,4,244.58
314,14,1741.94,10,3,6,0.29,3168,7,826.12
337,31,562.2,10,1,23,0.22,4533,38,5908.77
120,47,8588.09,7,5,40,0.24,4786,28,1411.05
200,82,1535.44,12,9,30,0.28,5481,20,3924.93
221,7,1753.56,10,1,52,0.08,9971,29,2964.27
140,78,2405.19,5,6,23,0.02,4865,39,4127.56
50,67,1257.77,10,1,24,0.13,4636,25,3112.18
135,71,6106.36,6,8,22,0.09,9372,9,860.71
232,99,8209.07,5,2,33,0.25,7723,14,1531.8
19,72,3466.2,11,9,9,0.02,9110,33,1152.57
132,82,4378.35,6,7,59,0.24,2033,33,4270.97
73,15,1385.33,7,8,11,0.17,2141,37,1041.66
26,92,7477.59,5,4,4,0.21,7091,24,4211.61
122,4,9660.15,4,9,8,0.09,1325,23,2662.72
90,89,3526.06,12,4,46,0.06,8731,13,2289.92
335,81,3660.52,13,6,4,0.22,4177,26,1580.52
306,23,9104.46,7,1,29,0.19,8881,3,472.59
252,11,1118.47,1,4,41,0.01,9781,16,2831.04
91,63,229.45,6,3,50,0.08,5698,19,1922.37
81,22,4595.39,10,2,8,0.07,1164,23,1836.98
169,74,9526.52,5,2,4,0.27,2389,13,1926.36
286,14,8191.5,5,4,32,0.26,4372,37,7221.96
203,24,8965.07,13,7,55,0.07,5220,0,0.0
217,86,5599.35,4,5,25,0.12,7748,9,628.74
14,6,6920.22,12,3,58,0.07,1953,19,2699.39
319,54,4173.64,10,7,2,0.14,9367,15,1686.34
257,85,267.75,12,4,33,0.02,9940,31,2393.54
209,83,926.09,1,2,17,0.01,1247,8,965.34
340,21,331.38,5,5,49,0.19,4358,12,2210.46
161,77,84.11,8,2,8,0.05,3698,21,2590.72
157,15,9304.0,13,7,2,0.01,8353,29,4899.51
180,22,4732.03,3,6,10,0.1,1677,31,1376.48
26,16,6603.6,6,6,51,0.24,2254,24,2412.07
311,67,252.05,5,9,10,0.3,6698,24,486.6
301,79,7846.21,4,5,29,0.15,9427,9,1759.7
270,25,2494.51,3,6,37,0.3,6273,31,5876.59
347,47,8170.51,13,8,20,0.07,4997,38,2277.26
298,56,6785.83,3,9,14,0.03,9008,34,4139.2
339,25,8278.8,9,7,30,0.06,5687,0,0.0
274,33,9029.45,14,7,3,0.09,7841,8,904.99
276,25,347.04,2,9,7,0.23,3681,25,4011.44
121,51,5267.89,5,6,23,0.22,5426,20,620.61
301,1,123.94,10,9,32,0.05,975,9,522.5
65,18,3835.48,6,3,9,0.24,5176,6,824.83
233,96,6572.12,11,2,41,0.18,6308,25,1253.67
218,44,3431.71,10,1,32,0.14,2942,27,4020.59
16,79,3192.1,6,9,31,0.12,8217,3,238.18
231,55,4133.95,5,2,46,0.1,6824,0,0.0
116,64,818.97,12,7,41,0.26,552,11,1732.84
84,83,3273.35,2,9,19,0.2,8781,22,806.91
133,43,7979.72,12,2,8,0.04,9328,9,577.44
55,9,9424.7,6,1,5,0.09,2799,38,4209.08
265,20,6051.78,4,4,59,0.04,7111,32,1472.9
278,94,405.43,14,7,41,0.19,4115,37,3297.73
155,18,1055.51,4,9,17,0.25,366,21,3403.93
195,67,6994.72,11,6,36,0.14,694,39,4125.64
119,17,125.28,10,4,57,0.29,6257,2,94.37
223,64,1602.04,13,3,1,0.22,6005,22,2013.37
221,60,7666.18,6,4,20,0.25,3947,7,158.77
228,24,7088.31,2,7,45,0.2,7868,2,305.84
4,67,5124.71,7,4,45,0.11,6399,18,2612.28
244,24,2315.3,6,6,29,0.03,1907,22,1542.74
277,90,5549.05,14,5,26,0.09,8959,21,429.61
133,85,7216.14,12,4,47,0.24,9261,6,1192.42
33,71,9582.78,1,7,2,0.22,3616,6,647.74
185,45,8557.71,12,1,18,0.08,3012,4,213.28
186,36,3781.47,13,9,44,0.2,2551,8,1585.37
70,26,2137.4,5,6,14,0.15,2894,13,1209.66
53,21,5283.6,8,5,32,0.08,8084,9,180.61
304,67,2427.82,8,7,37,0.02,30,2,287.02
252,40,776.91,8,2,20,0.1,9796,4,117.83
160,56,6559.27,13,6,30,0.11,969,6,209.83
63,4,7706.52,3,5,30,0.12,5400,17,562.11
352,37,4203.59,7,4,44,0.06,6861,20,2709.38
66,75,6616.06,5,1,23,0.24,9309,2,181.75
160,72,4704.51,2,5,24,0.01,1463,35,5469.29
287,6,6994.72,4,7,7,0.09,1850,32,4070.68
55,90,6461.76,10,6,40,0.13,7083,2,152.85
221,23,478.12,12,9,30,0.04,7695,18,1781.55
207,71,2422.72,7,3,48,0.2,1952,20,3307.28
263,30,9714.69,9,1,38,0.21,5220,2,120.06
238,29,5495.78,13,3,52,0.07,9470,5,621.14
113,44,8682.27,9,9,9,0.1,4672,39,3277.27
115,40,1659.63,13,9,54,0.18,6006,26,1072.24
143,50,1411.97,5,3,13,0.06,0,24,2736.44
239,32,8494.82,4,9,45,0.06,4380,29,4151.89
279,7,7479.5,9,6,28,0.01,5575,7,1307.13
109,17,2397.66,8,6,29,0.22,6025,11,954.53
172,37,3989.18,7,7,33,0.03,7407,5,868.65
68,10,7056.71,7,2,3,0.1,8158,7,1274.29
223,80,9561.87,6,8,2,0.05,1008,9,1225.9
227,98,9243.18,14,6,28,0.28,8446,35,5979.28
32,88,5238.94,11,7,46,0.14,5993,17,3142.97
207,60,9849.22,8,4,56,0.01,9362,5,587.51
52,16,5613.76,10,8,41,0.06,8884,39,1432.64
98,49,5948.06,7,1,42,0.05,4758,15,514.61
150,12,6725.82,2,7,13,0.18,5554,34,3821.73
128,63,5074.25,3,6,57,0.26,8235,20,2327.84
288,92,3012.01,4,3,39,0.19,5208,19,812.15
18,73,7308.59,5,6,56,0.04,1489,32,2545.24
102,19,6977.96,13,5,19,0.14,5281,2,61.51
169,99,9522.18,2,5,36,0.13,2710,39,3863.66
252,22,3803.37,11,8,23,0.2,4402,20,3959.79
236,13,3493.7,3,6,53,0.14,9363,38,2852.72
194,2,903.95,13,1,39,0.14,5690,38,5512.15
35,17,3043.61,14,9,34,0.15,2328,12,1843.45
26,92,9290.24,8,6,53,0.11,6863,14,2127.83
243,74,4711.17,2,7,38,0.03,4229,10,1370.74
139,72,6300.68,7,1,21,0.01,1675,32,4515.8
183,25,8922.66,2,4,33,0.03,1718,19,2074.72
114,7,3671.56,5,8,14,0.24,1160,9,1145.48
20,36,4162.68,8,4,11,0.29,1276,12,770.38
233,48,7486.57,8,6,1,0.09,1466,28,4599.37
10,70,7780.22,10,3,7,0.08,6759,1,185.68
228,40,1823.75,11,8,46,0.18,7964,1,35.62
162,64,1598.83,2,3,34,0.22,6465,32,2112.13
39,89,4467.62,9,4,18,0.08,189,20,733.6
201,16,6628.87,7,3,9,0.07,3672,27,3729.6
35,69,862.42,1,1,29,0.21,4544,10,1802.02
168,50,1807.79,8,4,34,0.12,6309,23,4069.21
107,27,8284.53,8,2,20,0.05,8478,15,1136.45
94,62,6217.62,9,8,34,0.12,2638,24,4092.38
75,81,2741.7,4,1,19,0.12,7750,21,1989.59
43,7,8619.79,13,8,48,0.03,7867,35,5422.35
283,87,8767.98,13,5,55,0.1,1404,7,484.8
103,13,3084.55,12,1,8,0.25,5271,10,1874.28
146,60,1894.3,14,9,20,0.02,408,12,2152.38
364,19,5687.49,5,7,57,0.25,4842,11,1325.8
215,14,6104.39,6,4,57,0.17,1262,27,2837.09
154,76,1058.44,12,9,49,0.17,196,4,546.82
193,75,1037.61,13,5,38,0.21,3788,4,425.69
227,94,9498.67,9,5,11,0.28,3383,36,730.87
94,45,8061.9,12,4,37,0.04,9119,21,851.71
81,86,9649.43,4,9,58,0.15,4295,17,3368.5
148,36,8071.17,11,9,34,0.13,2549,1,133.79
201,98,3708.0,9,6,50,0.17,3732,37,1349.98
285,18,7105.94,8,3,51,0.12,1193,13,1374.94
19,19,3191.09,3,9,18,0.24,1645,32,5557.97
271,77,4476.37,4,4,41,0.29,6685,12,1115.56
91,34,6382.81,10,2,7,0.16,3908,39,6948.81
338,94,3900.24,7,1,7,0.28,9115,39,1030.02
363,73,6152.11,8,5,34,0.05,482,4,209.99
331,77,4151.32,8,9,38,0.18,9264,38,7200.47
8,42,1831.2,6,7,51,0.08,3975,29,5219.93
71,17,6007.0,11,7,1,0.23,5570,8,446.97
93,92,4514.35,11,1,34,0.22,1252,29,2137.3
253,36,9574.64,11,4,9,0.1,3219,6,452.68
330,61,4694.36,1,7,55,0.01,7136,8,969.27
261,46,4918.13,11,8,24,0.25,3059,12,767.1
92,41,8381.83,14,5,31,0.03,8631,13,1167.35
54,69,4137.81,6,2,53,0.12,8163,22,3904.29
347,30,8658.8,9,3,35,0.05,9635,8,1121.86
29,92,798.57,12,6,25,0.05,9377,25,1182.4
350,59,5691.56,10,3,57,0.19,1017,10,401.12
244,12,8280.45,10,2,8,0.02,932,27,2104.57
23,26,9894.97,3,7,30,0.17,9173,5,750.14
148,31,8741.78,8,4,1,0.08,9756,22,2161.27
165,26,7447.18,5,2,21,0.19,6658,1,31.43
200,8,1854.04,12,3,51,0.14,3030,30,2052.89
27,62,630.7,12,7,2,0.15,4003,2,289.78
31,88,7521.23,1,4,23,0.08,6728,18,3543.6
16,92,5698.01,5,9,34,0.09,1893,36,4314.91
56,91,4228.62,12,6,28,0.04,9384,29,5213.02
212,65,5885.19,13,3,32,0.12,4406,39,2248.09
117,8,4816.93,11,4,5,0.18,2390,39,5500.95
176,34,9540.34,3,5,57,0.02,6339,11,770.04
187,29,3421.64,14,4,2,0.3,6252,39,935.42
196,94,153.09,5,3,35,0.1,3023,2,222.88
10,83,4062.13,11,1,22,0.06,6769,5,971.22
341,28,5160.33,12,1,31,0.27,3449,37,1189.07
98,74,7850.61,6,3,46,0.05,2265,1,153.33
280,9,4494.29,3,7,40,0.17,4020,8,717.58
76,4,2003.21,2,8,58,0.22,8150,25,4549.99
28,49,5996.46,3,9,58,0.16,7864,8,1143.53
75,26,639.42,7,3,16,0.14,7813,32,1509.29
195,26,8007.28,4,3,15,0.26,3402,0,0.0
201,89,4502.65,5,3,51,0.19,2712,22,638.97
22,86,2790.76,7,1,38,0.29,1409,2,374.03
132,50,8162.88,7,4,24,0.01,3189,8,1088.99
77,93,1938.33,12,1,7,0.22,3234,25,2918.43
195,97,1733.43,12,6,8,0.11,1734,12,1299.65
277,39,4210.15,6,9,25,0.22,9799,32,5692.07
3,60,2216.27,1,5,9,0.06,9441,9,1249.31
335,56,1514.74,1,2,48,0.19,2904,24,3330.03
130,59,8113.49,6,5,47,0.05,977,36,3299.75
212,63,3630.47,12,6,50,0.22,7268,26,2829.84
191,14,6062.81,3,8,13,0.17,9483,14,352.95
133,46,4102.04,12,7,41,0.26,1798,0,0.0
265,16,2656.16,2,2,47,0.08,180,11,618.47
242,74,3526.26,1,5,18,0.03,3550,17,1763.59
320,23,9258.67,1,4,29,0.1,1982,19,1600.17
269,20,8641.8,1,9,55,0.1,9502,20,3041.85
356,68,3636.77,10,7,17,0.02,1904,7,1344.53
174,94,9021.56,4,5,55,0.29,3252,35,4890.77
131,78,2715.98,2,4,59,0.04,704,18,1839.5
269,84,9318.18,8,5,13,0.22,464,23,2873.63
205,89,3073.52,4,1,1,0.01,2649,37,6397.69
70,31,8292.09,4,9,5,0.24,6958,17,1637.61
287,95,7887.03,3,2,29,0.18,5278,5,964.6
291,17,1627.98,8,2,2,0.1,4336,36,2764.45
62,2,6608.12,8,6,58,0.22,8425,18,541.99
132,93,4490.99,5,5,15,0.16,1436,5,608.52
1,77,1614.13,4,3,43,0.15,903,8,376.59
236,13,4907.52,1,8,6,0.08,6900,8,195.65
224,2,5438.08,9,2,5,0.25,9148,24,1509.64
260,62,1752.63,8,5,47,0.2,2168,24,1877.97
292,3,3573.08,14,5,36,0.02,3774,10,682.0
31,12,8315.68,7,3,30,0.26,7822,5,346.15
179,62,3227.28,10,2,5,0.05,3168,11,2013.91
140,43,9960.32,12,8,19,0.02,5144,18,3515.16
185,47,9183.92,7,6,59,0.01,104,1,32.48
134,38,3851.28,8,6,56,0.25,6617,2,126.41
31,37,3181.58,1,7,34,0.12,1483,33,5944.22
76,65,3802.88,3,3,19,0.15,338,25,2779.79
235,72,6960.52,13,8,51,0.26,8565,12,820.2
309,33,1560.33,5,1,21,0.26,4430,27,2735.7
152,52,8906.31,5,1,48,0.16,158,35,2186.24
313,90,9525.85,13,5,45,0.03,6843,15,2091.27
52,61,601.99,6,9,3,0.2,7107,7,941.98
14,76,1500.81,14,1,49,0.12,8328,10,1385.2
267,2,8323.61,9,8,31,0.16,4434,4,521.52
168,70,7998.43,3,1,36,0.09,2722,30,2085.23
265,20,8849.16,12,6,51,0.02,1108,9,1241.82
297,29,5035.91,5,6,15,0.14,1160,5,426.61
68,29,9799.79,4,5,36,0.23,8958,37,1303.97
94,2,8539.14,11,1,10,0.13,7723,15,1980.74
184,66,2910.66,4,7,10,0.02,1357,15,992.41
302,4,2360.82,13,9,14,0.07,5574,37,4998.05
73,66,3999.07,5,7,51,0.09,6799,33,6410.82
242,38,2856.18,10,2,14,0.2,8857,36,4084.32
267,46,7752.65,2,1,18,0.25,9041,23,4228.16
7,91,8415.26,10,9,38,0.09,8944,39,2836.1
170,70,4014.74,8,4,17,0.28,6132,2,398.54
232,36,1157.83,8,5,11,0.15,2267,11,1742.1
61,32,1457.08,9,3,25,0.13,5555,29,3964.56
73,3,7055.93,12,2,17,0.15,2647,17,1481.05
55,7,4417.01,11,1,41,0.26,5073,38,1944.37
298,39,6576.94,1,2,51,0.24,6940,2,371.08
339,54,9771.29,5,4,8,0.15,7509,38,3890.53
193,91,4286.11,3,5,21,0.3,8947,1,106.56
93,23,3433.08,12,6,22,0.27,294,5,757.58
318,25,945.73,14,6,10,0.26,5861,3,229.26
172,14,9671.03,1,5,3,0.21,7,36,6326.3
138,93,3270.16,5,6,40,0.02,9762,15,581.83
312,13,6267.08,8,8,24,0.22,7668,11,2011.19
197,55,9181.25,13,8,34,0.23,9670,15,2633.74
162,34,5096.49,2,8,14,0.18,8520,14,2452.16
132,13,4108.12,10,7,22,0.07,9660,24,3043.17
225,99,7996.04,5,1,15,0.1,6955,25,2721.37
49,13,3746.98,11,6,59,0.07,915,25,4103.75
96,50,5059.87,4,6,49,0.23,6847,16,1472.6
352,12,3050.24,14,7,57,0.18,8477,3,491.07
8,51,5886.45,9,5,15,0.14,2578,22,2107.03
202,19,2921.2,5,7,51,0.0,6051,38,5916.21
168,76,4193.28,12,4,13,0.25,8219,11,552.76
43,63,4098.52,3,5,55,0.24,8562,16,724.21
108,70,6113.03,14,4,30,0.16,8627,19,3443.65
41,13,2069.94,10,4,7,0.24,4795,27,5388.75
231,32,8186.13,2,6,36,0.03,2577,10,1693.73
56,35,4151.59,7,3,16,0.0,770,31,1894.21
347,94,5839.98,6,7,43,0.08,2754,5,855.68
188,46,6475.72,14,5,10,0.19,3143,6,810.47
129,66,3486.84,3,5,11,0.29,3777,30,4938.63
251,28,9215.82,14,2,16,0.26,8661,30,1788.21
312,95,1448.39,7,9,36,0.26,5797,32,4386.46
328,4,5970.8,11,2,37,0.17,2365,11,2180.65
188,42,6573.49,9,8,4,0.27,3166,33,3922.54
197,54,5839.03,8,3,6,0.03,7456,8,847.09
142,50,8411.58,5,3,12,0.03,6099,28,5030.99
44,38,999.42,13,5,42,0.24,2051,2,221.26
29,51,8046.37,8,1,57,0.14,1125,31,6004.25
261,80,3188.78,4,1,40,0.24,2675,37,6778.42
282,89,8904.05,11,2,29,0.24,7653,3,519.54
83,16,7471.16,13,4,33,0.12,5289,21,2477.18
275,80,2549.57,13,3,20,0.07,8687,35,3427.7
50,98,5653.0,9,7,42,0.26,816,0,0.0
359,22,3357.28,2,6,32,0.07,3770,15,1576.84
74,2,3871.63,14,3,25,0.11,9749,32,2294.08
39,92,7947.83,7,6,4,0.18,7608,15,2479.18
343,52,8661.14,7,4,25,0.13,5559,19,3660.47
126,72,3324.72,2,1,38,0.05,6901,27,2636.77
129,7,3560.33,3,4,56,0.16,6230,33,2267.7
154,91,2012.39,14,8,2,0.02,1950,14,2439.98
130,12,5716.47,14,7,45,0.29,7832,1,46.97
41,67,8671.14,10,1,49,0.1,4079,37,5610.82
310,96,3549.54,12,1,4,0.27,3850,33,5086.99
99,30,9610.85,2,3,13,0.06,6035,18,372.0
